"","area","inc","resp"
"2896",58,0,0
"2897",58,0,0
"2898",58,0,0
"2899",58,1,1
"2900",58,0,0
"2901",59,1,0
"2902",59,0,0
"2903",59,1,0
"2904",59,0,0
"2905",59,0,0
"2906",59,1,1
"2907",59,1,0
"2908",59,1,0
"2909",59,0,0
"2910",59,1,0
"2911",59,0,0
"2912",59,0,0
"2913",59,0,0
"2914",59,0,0
"2915",59,1,0
"2916",59,1,0
"2917",59,1,1
"2918",59,1,0
"2919",59,0,0
"2920",59,1,0
"2921",59,1,0
"2922",59,0,0
"2923",59,1,0
"2924",59,1,0
"2925",59,0,0
"2926",59,1,0
"2927",59,1,0
"2928",59,1,0
"2929",59,0,0
"2930",59,0,0
"2931",59,1,0
"2932",59,1,0
"2933",59,1,0
"2934",59,1,0
"2935",59,1,0
"2936",59,0,0
"2937",59,0,0
"2938",59,0,0
"2939",59,1,0
"2940",59,1,0
"2941",59,1,0
"2942",59,1,0
"2943",59,0,0
"2944",59,1,1
"2945",59,0,0
"2946",59,0,0
"2947",59,0,0
"2948",59,1,0
"2949",59,1,0
"2950",59,1,0
"2951",60,0,0
"2952",60,0,0
"2953",60,0,1
"2954",60,1,1
"2955",60,1,1
"2956",60,1,1
"2957",60,0,1
"2958",60,0,0
"2959",60,1,1
"2960",60,1,1
"2961",60,0,1
"2962",60,0,1
"2963",60,0,1
"2964",60,1,0
"2965",60,0,0
"2966",60,1,1
"2967",60,1,1
"2968",60,1,0
"2969",60,1,1
"2970",60,1,1
"2971",60,1,0
"2972",60,1,1
"2973",60,0,0
"2974",60,1,1
"2975",60,1,1
"2976",60,1,1
"2977",60,0,0
"2978",60,0,1
"2979",60,0,1
"2980",60,1,0
"2981",60,1,1
"2982",60,1,1
"2983",60,0,1
"2984",60,1,1
"2985",60,1,1
"2986",60,1,1
"2987",60,0,0
"2988",60,1,1
"2989",60,0,1
"2990",60,0,1
"2991",60,1,1
"2992",60,0,1
"2993",60,1,1
"2994",60,0,1
"2995",60,0,0
"2996",60,1,1
"2997",60,1,1
"2998",60,0,0
"2999",60,1,0
"3000",60,1,1
"3001",61,0,0
"3002",61,1,0
"3003",61,1,1
"3004",61,1,1
"3005",61,0,1
"3006",61,1,0
"3007",61,1,0
"3008",61,1,1
"3009",61,0,0
"3010",61,1,0
"3011",61,1,1
"3012",61,1,1
"3013",61,1,0
"3014",61,1,0
"3015",61,1,1
"3016",61,1,0
"3017",61,1,1
"3018",61,1,1
"3019",61,0,0
"3020",61,0,0
"3021",61,0,0
"3022",61,1,1
"3023",61,0,0
"3024",61,0,0
"3025",61,0,0
"3026",61,0,0
"3027",61,0,0
"3028",61,0,1
"3029",61,1,1
"3030",61,0,1
"3031",61,1,1
"3032",61,0,1
"3033",61,1,0
"3034",61,0,1
"3035",61,1,1
"3036",61,0,0
"3037",61,1,0
"3038",61,1,0
"3039",61,0,0
"3040",61,0,0
"3041",61,0,0
"3042",61,1,1
"3043",61,1,1
"3044",61,0,1
"3045",61,1,0
"3046",61,0,0
"3047",61,0,0
"3048",61,0,0
"3049",61,0,0
"3050",61,0,1
"3051",62,0,0
"3052",62,0,1
"3053",62,1,1
"3054",62,1,1
"3055",62,1,1
"3056",62,1,1
"3057",62,0,1
"3058",62,0,0
"3059",62,1,1
"3060",62,1,1
"3061",62,1,1
"3062",62,1,1
"3063",62,1,0
"3064",62,1,1
"3065",62,0,1
"3066",62,0,0
"3067",62,0,0
"3068",62,1,1
"3069",62,1,1
"3070",62,0,1
"3071",62,1,1
"3072",62,1,1
"3073",62,0,0
"3074",62,1,1
"3075",62,0,1
"3076",62,0,0
"3077",62,0,1
"3078",62,0,0
"3079",62,1,1
"3080",62,0,1
"3081",62,0,1
"3082",62,1,1
"3083",62,0,0
"3084",62,0,0
"3085",62,0,0
"3086",62,1,1
"3087",62,1,1
"3088",62,0,1
"3089",62,1,1
"3090",62,1,1
"3091",62,0,1
"3092",62,1,0
"3093",62,1,1
"3094",62,1,1
"3095",62,1,0
"3096",62,0,1
"3097",62,1,1
"3098",62,0,0
"3099",62,1,0
"3100",62,0,0
"3101",63,1,0
"3102",63,0,0
"3103",63,0,0
"3104",63,0,0
"3105",63,1,0
"3106",63,1,0
"3107",63,1,0
"3108",63,1,1
"3109",63,1,0
"3110",63,0,0
"3111",63,0,0
"3112",63,1,0
"3113",63,0,0
"3114",63,0,0
"3115",63,1,0
"3116",63,0,0
"3117",63,0,0
"3118",63,0,0
"3119",63,0,0
"3120",63,1,0
"3121",63,0,0
"3122",63,0,0
"3123",63,1,0
"3124",63,1,0
"3125",63,0,0
"3126",63,0,0
"3127",63,0,0
"3128",63,0,0
"3129",63,1,0
"3130",63,0,0
"3131",63,1,0
"3132",63,0,0
"3133",63,1,0
"3134",63,1,0
"3135",63,1,1
"3136",63,1,0
"3137",63,1,0
"3138",63,0,0
"3139",63,1,0
"3140",63,1,1
"3141",63,0,1
"3142",63,1,0
"3143",63,0,0
"3144",63,1,0
"3145",63,1,0
"3146",63,0,1
"3147",63,1,0
"3148",63,1,1
"3149",63,1,0
"3150",63,0,0
"3151",64,1,0
"3152",64,0,0
"3153",64,0,0
"3154",64,1,0
"3155",64,0,0
"3156",64,1,0
"3157",64,1,0
"3158",64,0,0
"3159",64,0,0
"3160",64,1,0
"3161",64,1,0
"3162",64,0,1
"3163",64,1,0
"3164",64,0,0
"3165",64,1,0
"3166",64,0,0
"3167",64,0,0
"3168",64,0,1
"3169",64,1,1
"3170",64,0,1
"3171",64,0,0
"3172",64,1,0
"3173",64,0,0
"3174",64,0,0
"3175",64,1,0
"3176",64,1,1
"3177",64,0,0
"3178",64,0,0
"3179",64,1,0
"3180",64,0,0
"3181",64,1,1
"3182",64,1,0
"3183",64,1,0
"3184",64,1,1
"3185",64,0,0
"3186",64,0,0
"3187",64,0,0
"3188",64,0,0
"3189",64,1,1
"3190",64,1,0
"3191",64,1,0
"3192",64,1,0
"3193",64,1,0
"3194",64,0,0
"3195",64,1,0
"3196",64,1,0
"3197",64,0,0
"3198",64,0,0
"3199",64,1,0
"3200",64,1,0
"3201",65,1,1
"3202",65,0,1
"3203",65,0,1
"3204",65,0,1
"3205",65,0,1
"3206",65,0,1
"3207",65,1,0
"3208",65,1,1
"3209",65,1,1
"3210",65,1,0
"3211",65,0,1
"3212",65,1,0
"3213",65,0,1
"3214",65,0,1
"3215",65,1,1
"3216",65,0,1
"3217",65,0,1
"3218",65,1,1
"3219",65,0,0
"3220",65,0,1
"3221",65,1,1
"3222",65,0,1
"3223",65,0,0
"3224",65,1,1
"3225",65,1,1
"3226",65,0,1
"3227",65,0,0
"3228",65,0,1
"3229",65,0,1
"3230",65,1,1
"3231",65,0,1
"3232",65,1,0
"3233",65,0,1
"3234",65,0,1
"3235",65,1,1
"3236",65,1,0
"3237",65,1,1
"3238",65,0,0
"3239",65,1,1
"3240",65,1,1
"3241",65,0,0
"3242",65,0,1
"3243",65,1,1
"3244",65,0,1
"3245",65,0,1
"3246",65,0,0
"3247",65,1,1
"3248",65,1,1
"3249",65,0,0
"3250",65,0,1
"3251",66,1,1
"3252",66,1,0
"3253",66,1,1
"3254",66,0,0
"3255",66,1,0
"3256",66,0,1
"3257",66,0,1
"3258",66,0,0
"3259",66,1,1
"3260",66,0,1
"3261",66,0,0
"3262",66,0,0
"3263",66,0,0
"3264",66,0,1
"3265",66,1,1
"3266",66,1,1
"3267",66,1,1
"3268",66,0,0
"3269",66,0,1
"3270",66,1,1
"3271",66,0,0
"3272",66,1,1
"3273",66,0,0
"3274",66,0,1
"3275",66,0,1
"3276",66,1,0
"3277",66,1,0
"3278",66,0,0
"3279",66,1,0
"3280",66,1,0
"3281",66,0,1
"3282",66,1,1
"3283",66,1,1
"3284",66,1,1
"3285",66,1,0
"3286",66,1,0
"3287",66,0,0
"3288",66,1,0
"3289",66,0,0
"3290",66,0,0
"3291",66,0,1
"3292",66,1,0
"3293",66,1,0
"3294",66,0,1
"3295",66,0,1
"3296",66,0,1
"3297",66,1,1
"3298",66,0,0
"3299",66,1,0
"3300",66,0,0
"3301",67,0,1
"3302",67,1,1
"3303",67,1,1
"3304",67,1,0
"3305",67,1,1
"3306",67,1,1
"3307",67,0,1
"3308",67,0,1
"3309",67,0,0
"3310",67,0,0
"3311",67,1,1
"3312",67,1,1
"3313",67,1,0
"3314",67,0,1
"3315",67,1,1
"3316",67,1,1
"3317",67,1,0
"3318",67,0,0
"3319",67,0,0
"3320",67,1,1
"3321",67,1,1
"3322",67,0,1
"3323",67,1,1
"3324",67,0,1
"3325",67,0,1
"3326",67,0,0
"3327",67,0,1
"3328",67,0,0
"3329",67,0,0
"3330",67,0,0
"3331",67,1,0
"3332",67,1,0
"3333",67,0,1
"3334",67,1,0
"3335",67,0,1
"3336",67,1,1
"3337",67,1,1
"3338",67,1,1
"3339",67,0,1
"3340",67,0,1
"3341",67,0,0
"3342",67,0,1
"3343",67,0,0
"3344",67,1,1
"3345",67,1,0
"3346",67,1,1
"3347",67,0,0
"3348",67,1,0
"3349",67,0,0
"3350",67,1,1
"3351",68,0,0
"3352",68,0,0
"3353",68,1,0
"3354",68,1,0
"3355",68,0,0
"3356",68,0,0
"3357",68,0,0
"3358",68,1,0
"3359",68,1,0
"3360",68,0,0
"3361",68,1,0
"3362",68,0,0
"3363",68,0,0
"3364",68,0,0
"3365",68,1,0
"3366",68,1,1
"3367",68,1,0
"3368",68,0,1
"3369",68,1,0
"3370",68,1,0
"3371",68,0,0
"3372",68,0,0
"3373",68,0,1
"3374",68,1,0
"3375",68,0,1
"3376",68,0,0
"3377",68,1,0
"3378",68,1,0
"3379",68,1,0
"3380",68,1,0
"3381",68,1,0
"3382",68,0,0
"3383",68,1,0
"3384",68,1,0
"3385",68,0,0
"3386",68,1,0
"3387",68,0,0
"3388",68,0,0
"3389",68,1,1
"3390",68,0,0
"3391",68,1,0
"3392",68,0,0
"3393",68,1,0
"3394",68,0,0
"3395",68,0,0
"3396",68,1,0
"3397",68,0,0
"3398",68,1,0
"3399",68,0,0
"3400",68,0,0
"3401",69,1,1
"3402",69,0,1
"3403",69,0,1
"3404",69,1,1
"3405",69,0,1
"3406",69,0,0
"3407",69,0,1
"3408",69,1,1
"3409",69,1,1
"3410",69,0,1
"3411",69,1,1
"3412",69,0,1
"3413",69,0,0
"3414",69,1,1
"3415",69,1,1
"3416",69,0,1
"3417",69,1,1
"3418",69,0,1
"3419",69,0,1
"3420",69,1,1
"3421",69,0,1
"3422",69,0,1
"3423",69,1,1
"3424",69,0,0
"3425",69,0,0
"3426",69,0,1
"3427",69,0,0
"3428",69,1,1
"3429",69,1,1
"3430",69,1,1
"3431",69,1,1
"3432",69,0,1
"3433",69,1,1
"3434",69,1,1
"3435",69,1,1
"3436",69,0,1
"3437",69,1,1
"3438",69,0,1
"3439",69,1,1
"3440",69,0,1
"3441",69,1,1
"3442",69,1,1
"3443",69,0,0
"3444",69,0,1
"3445",69,0,1
"3446",69,1,0
"3447",69,0,0
"3448",69,0,1
"3449",69,1,1
"3450",69,0,1
"3451",70,1,0
"3452",70,1,1
"3453",70,1,1
"3454",70,0,1
"3455",70,0,1
"3456",70,1,1
"3457",70,1,1
"3458",70,0,0
"3459",70,0,0
"3460",70,1,1
"3461",70,0,0
"3462",70,0,1
"3463",70,1,1
"3464",70,0,1
"3465",70,1,0
"3466",70,0,1
"3467",70,0,0
"3468",70,1,1
"3469",70,1,1
"3470",70,0,0
"3471",70,0,1
"3472",70,1,1
"3473",70,1,1
"3474",70,1,1
"3475",70,1,1
"3476",70,0,0
"3477",70,1,0
"3478",70,1,1
"3479",70,1,1
"3480",70,1,1
"3481",70,0,0
"3482",70,0,0
"3483",70,0,1
"3484",70,1,1
"3485",70,1,0
"3486",70,1,1
"3487",70,1,1
"3488",70,0,1
"3489",70,0,1
"3490",70,1,1
"3491",70,1,1
"3492",70,1,1
"3493",70,1,1
"3494",70,0,0
"3495",70,1,1
"3496",70,1,0
"3497",70,0,0
"3498",70,1,0
"3499",70,0,1
"3500",70,0,0
"3501",71,0,0
"3502",71,1,1
"3503",71,0,1
"3504",71,0,0
"3505",71,1,1
"3506",71,0,1
"3507",71,1,1
"3508",71,0,1
"3509",71,0,1
"3510",71,0,1
"3511",71,0,0
"3512",71,1,1
"3513",71,0,1
"3514",71,0,1
"3515",71,1,1
"3516",71,0,1
"3517",71,0,1
"3518",71,1,1
"3519",71,1,1
"3520",71,1,1
"3521",71,0,1
"3522",71,1,1
"3523",71,1,1
"3524",71,0,1
"3525",71,0,0
"3526",71,1,1
"3527",71,0,1
"3528",71,1,0
"3529",71,1,1
"3530",71,0,1
"3531",71,1,1
"3532",71,1,1
"3533",71,1,1
"3534",71,1,1
"3535",71,1,1
"3536",71,1,1
"3537",71,0,0
"3538",71,0,1
"3539",71,1,1
"3540",71,1,1
"3541",71,1,1
"3542",71,1,1
"3543",71,0,0
"3544",71,1,1
"3545",71,0,0
"3546",71,1,1
"3547",71,0,1
"3548",71,1,1
"3549",71,1,1
"3550",71,0,1
"3551",72,1,1
"3552",72,1,0
"3553",72,1,0
"3554",72,1,1
"3555",72,1,0
"3556",72,1,0
"3557",72,1,0
"3558",72,1,0
"3559",72,0,1
"3560",72,1,1
"3561",72,1,1
"3562",72,1,1
"3563",72,1,0
"3564",72,0,0
"3565",72,1,1
"3566",72,1,0
"3567",72,1,0
"3568",72,1,0
"3569",72,0,0
"3570",72,1,0
"3571",72,1,0
"3572",72,0,0
"3573",72,1,0
"3574",72,0,1
"3575",72,0,0
"3576",72,0,1
"3577",72,1,0
"3578",72,0,1
"3579",72,0,0
"3580",72,1,0
"3581",72,1,1
"3582",72,0,0
"3583",72,1,1
"3584",72,1,0
"3585",72,0,0
"3586",72,0,0
"3587",72,0,1
"3588",72,0,0
"3589",72,1,0
"3590",72,0,1
"3591",72,1,0
"3592",72,1,0
"3593",72,0,1
"3594",72,1,0
"3595",72,1,1
"3596",72,1,0
"3597",72,1,0
"3598",72,0,0
"3599",72,1,1
"3600",72,1,1
"3601",73,1,0
"3602",73,0,0
"3603",73,0,0
"3604",73,0,0
"3605",73,1,1
"3606",73,1,1
"3607",73,1,1
"3608",73,0,0
"3609",73,0,1
"3610",73,0,0
"3611",73,1,1
"3612",73,1,0
"3613",73,1,1
"3614",73,0,1
"3615",73,1,0
"3616",73,1,1
"3617",73,0,0
"3618",73,1,0
"3619",73,0,0
"3620",73,1,0
"3621",73,1,1
"3622",73,1,1
"3623",73,1,1
"3624",73,0,0
"3625",73,1,1
"3626",73,0,0
"3627",73,0,0
"3628",73,0,1
"3629",73,0,1
"3630",73,1,1
"3631",73,0,1
"3632",73,0,0
"3633",73,0,0
"3634",73,1,1
"3635",73,1,1
"3636",73,1,0
"3637",73,1,0
"3638",73,1,0
"3639",73,0,0
"3640",73,1,0
"3641",73,1,0
"3642",73,0,1
"3643",73,1,1
"3644",73,0,0
"3645",73,1,1
"3646",73,0,0
"3647",73,1,1
"3648",73,1,1
"3649",73,0,0
"3650",73,1,1
"3651",74,1,0
"3652",74,1,0
"3653",74,1,1
"3654",74,0,0
"3655",74,0,0
"3656",74,0,0
"3657",74,0,0
"3658",74,1,0
"3659",74,0,0
"3660",74,0,1
"3661",74,0,0
"3662",74,0,0
"3663",74,1,0
"3664",74,0,0
"3665",74,0,0
"3666",74,1,0
"3667",74,1,1
"3668",74,0,0
"3669",74,0,0
"3670",74,1,0
"3671",74,0,0
"3672",74,1,1
"3673",74,0,0
"3674",74,1,0
"3675",74,0,0
"3676",74,0,1
"3677",74,1,0
"3678",74,1,0
"3679",74,0,1
"3680",74,0,0
"3681",74,0,0
"3682",74,1,0
"3683",74,0,0
"3684",74,1,0
"3685",74,0,0
"3686",74,1,0
"3687",74,1,0
"3688",74,1,0
"3689",74,1,0
"3690",74,1,0
"3691",74,0,0
"3692",74,0,0
"3693",74,0,1
"3694",74,1,0
"3695",74,1,0
"3696",74,1,0
"3697",74,0,0
"3698",74,1,0
"3699",74,0,0
"3700",74,0,1
"3701",75,1,1
"3702",75,1,1
"3703",75,1,0
"3704",75,1,1
"3705",75,0,1
"3706",75,0,0
"3707",75,0,1
"3708",75,0,1
"3709",75,1,1
"3710",75,1,0
"3711",75,0,0
"3712",75,0,1
"3713",75,1,1
"3714",75,1,1
"3715",75,0,1
"3716",75,0,1
"3717",75,0,1
"3718",75,1,0
"3719",75,1,1
"3720",75,1,1
"3721",75,1,1
"3722",75,1,1
"3723",75,0,0
"3724",75,0,0
"3725",75,0,0
"3726",75,0,0
"3727",75,1,1
"3728",75,0,1
"3729",75,1,1
"3730",75,0,0
"3731",75,1,0
"3732",75,1,1
"3733",75,0,1
"3734",75,1,1
"3735",75,1,1
"3736",75,1,1
"3737",75,1,1
"3738",75,0,1
"3739",75,1,1
"3740",75,1,1
"3741",75,0,0
"3742",75,1,1
"3743",75,0,1
"3744",75,0,0
"3745",75,0,0
"3746",75,0,0
"3747",75,1,1
"3748",75,0,1
"3749",75,1,1
"3750",75,0,1
"3751",76,0,1
"3752",76,1,1
"3753",76,1,1
"3754",76,0,0
"3755",76,1,0
"3756",76,0,1
"3757",76,0,0
"3758",76,0,1
"3759",76,1,1
"3760",76,1,0
"3761",76,1,1
"3762",76,1,1
"3763",76,0,0
"3764",76,0,1
"3765",76,0,0
"3766",76,0,1
"3767",76,0,0
"3768",76,1,0
"3769",76,1,1
"3770",76,0,1
"3771",76,0,1
"3772",76,1,1
"3773",76,1,1
"3774",76,1,1
"3775",76,0,0
"3776",76,1,1
"3777",76,0,1
"3778",76,1,1
"3779",76,0,1
"3780",76,0,0
"3781",76,1,1
"3782",76,0,1
"3783",76,0,1
"3784",76,0,1
"3785",76,1,1
"3786",76,0,0
"3787",76,0,0
"3788",76,1,1
"3789",76,1,1
"3790",76,1,1
"3791",76,0,0
"3792",76,1,1
"3793",76,1,1
"3794",76,1,1
"3795",76,0,1
"3796",76,1,1
"3797",76,1,1
"3798",76,1,0
"3799",76,0,1
"3800",76,0,0
"3801",77,0,1
"3802",77,0,1
"3803",77,1,1
"3804",77,0,0
"3805",77,0,1
"3806",77,1,1
"3807",77,1,0
"3808",77,0,0
"3809",77,1,1
"3810",77,1,1
"3811",77,0,0
"3812",77,0,0
"3813",77,0,0
"3814",77,1,0
"3815",77,1,0
"3816",77,1,1
"3817",77,0,0
"3818",77,0,1
"3819",77,0,1
"3820",77,1,0
"3821",77,1,1
"3822",77,0,0
"3823",77,0,0
"3824",77,0,0
"3825",77,1,1
"3826",77,0,0
"3827",77,1,1
"3828",77,0,1
"3829",77,0,0
"3830",77,0,0
"3831",77,1,1
"3832",77,1,0
"3833",77,1,0
"3834",77,0,1
"3835",77,1,1
"3836",77,0,0
"3837",77,0,0
"3838",77,1,1
"3839",77,0,0
"3840",77,0,0
"3841",77,1,0
"3842",77,1,1
"3843",77,0,1
"3844",77,1,1
"3845",77,1,1
"3846",77,1,1
"3847",77,0,1
"3848",77,0,1
"3849",77,1,1
"3850",77,1,1
"3851",78,0,0
"3852",78,0,0
"3853",78,1,1
"3854",78,0,1
"3855",78,1,1
"3856",78,0,1
"3857",78,0,0
"3858",78,0,0
"3859",78,1,1
"3860",78,1,0
"3861",78,0,1
"3862",78,0,0
"3863",78,1,0
"3864",78,1,0
"3865",78,1,0
"3866",78,0,0
"3867",78,0,0
"3868",78,1,0
"3869",78,1,0
"3870",78,0,0
"3871",78,1,1
"3872",78,0,0
"3873",78,1,0
"3874",78,0,1
"3875",78,1,0
"3876",78,1,0
"3877",78,0,0
"3878",78,0,1
"3879",78,0,0
"3880",78,1,0
"3881",78,0,0
"3882",78,0,0
"3883",78,0,1
"3884",78,1,1
"3885",78,0,0
"3886",78,1,0
"3887",78,0,0
"3888",78,0,0
"3889",78,0,0
"3890",78,1,0
"3891",78,1,0
"3892",78,1,0
"3893",78,0,0
"3894",78,1,1
"3895",78,0,0
"3896",78,1,0
"3897",78,0,1
"3898",78,0,0
"3899",78,1,1
"3900",78,1,0
"3901",79,1,1
"3902",79,1,0
"3903",79,0,0
"3904",79,0,0
"3905",79,1,1
"3906",79,0,0
"3907",79,0,1
"3908",79,1,0
"3909",79,0,0
"3910",79,1,1
"3911",79,1,0
"3912",79,1,0
"3913",79,0,0
"3914",79,1,1
"3915",79,1,0
"3916",79,1,1
"3917",79,0,0
"3918",79,0,0
"3919",79,0,0
"3920",79,1,1
"3921",79,1,0
"3922",79,0,0
"3923",79,0,0
"3924",79,1,1
"3925",79,1,0
"3926",79,0,0
"3927",79,0,0
"3928",79,0,0
"3929",79,0,1
"3930",79,0,1
"3931",79,0,1
"3932",79,0,0
"3933",79,0,0
"3934",79,1,0
"3935",79,0,0
"3936",79,1,0
"3937",79,1,1
"3938",79,1,1
"3939",79,1,1
"3940",79,1,1
"3941",79,0,0
"3942",79,1,0
"3943",79,0,0
"3944",79,1,0
"3945",79,1,0
"3946",79,1,0
"3947",79,1,1
"3948",79,1,1
"3949",79,0,0
"3950",79,1,0
"3951",80,0,0
"3952",80,0,0
"3953",80,0,0
"3954",80,1,1
"3955",80,1,0
"3956",80,1,0
"3957",80,1,0
"3958",80,1,1
"3959",80,1,1
"3960",80,1,0
"3961",80,1,1
"3962",80,0,1
"3963",80,1,0
"3964",80,1,0
"3965",80,1,1
"3966",80,1,0
"3967",80,0,0
"3968",80,1,1
"3969",80,1,1
"3970",80,1,1
"3971",80,1,0
"3972",80,0,0
"3973",80,0,0
"3974",80,1,1
"3975",80,1,1
"3976",80,0,0
"3977",80,1,0
"3978",80,1,0
"3979",80,0,1
"3980",80,0,1
"3981",80,1,0
"3982",80,0,0
"3983",80,1,1
"3984",80,0,0
"3985",80,0,1
"3986",80,0,1
"3987",80,1,0
"3988",80,0,1
"3989",80,0,0
"3990",80,1,0
"3991",80,0,0
"3992",80,0,1
"3993",80,1,1
"3994",80,0,0
"3995",80,0,0
"3996",80,0,0
"3997",80,1,0
"3998",80,0,0
"3999",80,1,0
"4000",80,1,0
"4001",81,1,1
"4002",81,0,0
"4003",81,0,1
"4004",81,0,0
"4005",81,0,1
"4006",81,0,0
"4007",81,0,0
"4008",81,0,0
"4009",81,1,0
"4010",81,0,0
"4011",81,0,0
"4012",81,1,0
"4013",81,1,0
"4014",81,1,0
"4015",81,1,0
"4016",81,1,0
"4017",81,1,0
"4018",81,0,0
"4019",81,1,0
"4020",81,1,1
"4021",81,0,1
"4022",81,0,0
"4023",81,0,0
"4024",81,1,0
"4025",81,0,0
"4026",81,0,0
"4027",81,0,0
"4028",81,0,0
"4029",81,1,0
"4030",81,0,0
"4031",81,1,1
"4032",81,0,0
"4033",81,0,0
"4034",81,0,0
"4035",81,1,0
"4036",81,0,0
"4037",81,1,0
"4038",81,0,0
"4039",81,0,1
"4040",81,1,0
"4041",81,1,0
"4042",81,1,0
"4043",81,1,0
"4044",81,1,0
"4045",81,0,1
"4046",81,1,0
"4047",81,1,0
"4048",81,1,0
"4049",81,1,0
"4050",81,1,0
"4051",82,1,0
"4052",82,0,1
"4053",82,0,1
"4054",82,1,0
"4055",82,1,0
"4056",82,0,0
"4057",82,0,0
"4058",82,0,0
"4059",82,1,0
"4060",82,0,0
"4061",82,0,0
"4062",82,1,1
"4063",82,1,1
"4064",82,1,1
"4065",82,0,0
"4066",82,1,0
"4067",82,0,1
"4068",82,1,0
"4069",82,1,0
"4070",82,0,0
"4071",82,1,0
"4072",82,0,0
"4073",82,0,0
"4074",82,1,0
"4075",82,0,1
"4076",82,1,0
"4077",82,0,0
"4078",82,0,1
"4079",82,0,0
"4080",82,1,0
"4081",82,0,0
"4082",82,1,0
"4083",82,0,1
"4084",82,0,0
"4085",82,0,1
"4086",82,0,0
"4087",82,0,0
"4088",82,1,1
"4089",82,1,1
"4090",82,0,1
"4091",82,0,1
"4092",82,1,0
"4093",82,1,1
"4094",82,1,1
"4095",82,0,1
"4096",82,0,1
"4097",82,1,1
"4098",82,1,1
"4099",82,1,1
"4100",82,0,0
"4101",83,0,1
"4102",83,0,1
"4103",83,0,0
"4104",83,0,0
"4105",83,1,1
"4106",83,0,0
"4107",83,1,1
"4108",83,1,1
"4109",83,1,1
"4110",83,0,0
"4111",83,1,1
"4112",83,1,1
"4113",83,0,1
"4114",83,1,0
"4115",83,0,1
"4116",83,0,0
"4117",83,1,1
"4118",83,0,1
"4119",83,1,1
"4120",83,0,1
"4121",83,0,0
"4122",83,1,0
"4123",83,0,1
"4124",83,1,0
"4125",83,0,0
"4126",83,1,1
"4127",83,0,0
"4128",83,1,1
"4129",83,1,1
"4130",83,0,1
"4131",83,0,0
"4132",83,1,0
"4133",83,0,1
"4134",83,0,1
"4135",83,1,1
"4136",83,1,1
"4137",83,0,0
"4138",83,1,0
"4139",83,1,1
"4140",83,1,0
"4141",83,1,1
"4142",83,1,0
"4143",83,0,1
"4144",83,0,0
"4145",83,1,1
"4146",83,1,1
"4147",83,0,1
"4148",83,0,1
"4149",83,0,0
"4150",83,1,1
"4151",84,1,0
"4152",84,0,1
"4153",84,0,0
"4154",84,0,0
"4155",84,0,0
"4156",84,0,0
"4157",84,0,0
"4158",84,1,0
"4159",84,1,0
"4160",84,0,0
"4161",84,1,1
"4162",84,0,0
"4163",84,1,0
"4164",84,1,0
"4165",84,0,0
"4166",84,0,0
"4167",84,1,1
"4168",84,1,0
"4169",84,1,0
"4170",84,1,0
"4171",84,1,0
"4172",84,1,0
"4173",84,1,1
"4174",84,0,0
"4175",84,1,1
"4176",84,0,0
"4177",84,0,0
"4178",84,0,0
"4179",84,0,0
"4180",84,1,0
"4181",84,1,1
"4182",84,0,0
"4183",84,1,0
"4184",84,1,0
"4185",84,1,1
"4186",84,1,0
"4187",84,1,1
"4188",84,0,1
"4189",84,1,0
"4190",84,1,0
"4191",84,0,0
"4192",84,0,0
"4193",84,1,0
"4194",84,1,0
"4195",84,0,0
"4196",84,1,0
"4197",84,1,1
"4198",84,0,0
"4199",84,1,0
"4200",84,1,1
"4201",85,0,0
"4202",85,0,1
"4203",85,0,0
"4204",85,0,1
"4205",85,1,1
"4206",85,0,0
"4207",85,1,0
"4208",85,0,0
"4209",85,1,0
"4210",85,0,0
"4211",85,1,0
"4212",85,1,0
"4213",85,1,0
"4214",85,0,0
"4215",85,0,1
"4216",85,0,1
"4217",85,1,0
"4218",85,0,0
"4219",85,1,0
"4220",85,0,0
"4221",85,1,0
"4222",85,1,0
"4223",85,1,0
"4224",85,1,0
"4225",85,0,0
"4226",85,1,0
"4227",85,0,0
"4228",85,0,0
"4229",85,1,1
"4230",85,1,0
"4231",85,0,0
"4232",85,0,0
"4233",85,0,1
"4234",85,1,1
"4235",85,1,1
"4236",85,0,0
"4237",85,0,0
"4238",85,1,0
"4239",85,0,1
"4240",85,0,0
"4241",85,0,1
"4242",85,0,0
"4243",85,1,0
"4244",85,1,1
"4245",85,0,0
"4246",85,0,0
"4247",85,1,0
"4248",85,1,1
"4249",85,1,1
"4250",85,1,0
"4251",86,1,0
"4252",86,0,0
"4253",86,0,1
"4254",86,1,1
"4255",86,0,0
"4256",86,0,0
"4257",86,1,1
"4258",86,0,1
"4259",86,1,0
"4260",86,1,1
"4261",86,1,1
"4262",86,1,0
"4263",86,1,0
"4264",86,1,1
"4265",86,0,1
"4266",86,0,1
"4267",86,0,1
"4268",86,0,0
"4269",86,0,1
"4270",86,0,0
"4271",86,0,1
"4272",86,1,1
"4273",86,0,0
"4274",86,1,1
"4275",86,0,1
"4276",86,0,0
"4277",86,1,1
"4278",86,1,0
"4279",86,0,1
"4280",86,1,1
"4281",86,0,1
"4282",86,1,1
"4283",86,0,0
"4284",86,0,0
"4285",86,0,0
"4286",86,1,1
"4287",86,1,0
"4288",86,1,1
"4289",86,0,1
"4290",86,1,1
"4291",86,1,0
"4292",86,0,1
"4293",86,1,0
